timestamp,heart_rate,rr_intervals,sleep_stage,spo2,activity_level,time_in_bed_min,total_sleep_min
2024-01-01 17:00:00,75.3,"[730.2897518387169, 805.9940973947581, 733.7115244417074, 761.2670961406559, 778.8415155575537]",awake,98.2,31.2,0,0
2024-01-01 17:30:00,90.2,"[796.2357038826254, 806.882925655175, 853.6934417777571, 794.7459790841159, 865.1438704260347]",awake,97.7,32.2,0,0
2024-01-01 18:00:00,73.4,"[837.4987772421623, 790.3765980469668, 772.6254581127022, 800.4640025323338, 824.8044543128159]",awake,97.5,34.6,0,0
2024-01-01 18:30:00,81.3,"[784.2258351264096, 811.2269474488264, 769.936782996774, 823.7475770545727, 836.2430252845205]",awake,98.7,21.8,0,0
2024-01-01 19:00:00,76.7,"[800.868540511991, 780.7951284653701, 817.9704400598662, 768.938084959091, 840.616373852454]",awake,97.8,36.1,0,0
2024-01-01 19:30:00,62.3,"[743.7035831241484, 796.8195505050697, 820.7213623391028, 780.477096786033, 808.7383383210106]",awake,97.9,22.5,0,0
2024-01-01 20:00:00,68.4,"[808.0729589435427, 802.6223800166541, 759.2850107403088, 795.1052183472691, 725.9110642829537]",awake,98.3,14.3,0,0
2024-01-01 20:30:00,76.8,"[833.550818512618, 845.7008654941334, 781.005123433023, 814.9854139751777, 829.1346260859888]",awake,97.7,18.0,0,0
2024-01-01 21:00:00,69.9,"[779.0407935677895, 852.6420396461367, 793.1673302453131, 812.7726843329103, 725.1518824589966]",awake,98.3,21.7,0,0
2024-01-01 21:30:00,55.4,"[814.2931038791085, 749.5173340149552, 802.610722833073, 799.8516924875006, 825.9131304486082]",awake,98.3,24.9,0,0
2024-01-01 22:00:00,65.3,"[1011.374868374514, 1024.3766120192988, 963.44709850934, 1036.6334523046648, 974.4538501045585]",light,96.5,6.5,480,450
2024-01-01 22:30:00,58.7,"[1047.1360477227104, 961.494077447845, 1016.3675206188576, 969.7314140088093, 1056.940182385635]",light,95.9,4.7,480,450
2024-01-01 23:00:00,59.8,"[932.5677193435594, 1022.4355385974278, 939.8184120155153, 958.1355068995564, 1002.9624663941104]",light,95.4,5.7,480,450
2024-01-01 23:30:00,64.3,"[1034.1520780507135, 953.6534105782509, 1022.5125560881405, 1053.751986594006, 1026.0486494197116]",light,96.4,7.7,480,450
2024-01-02 00:00:00,68.2,"[1041.5413965246803, 961.5869221600587, 995.2826630146259, 899.3395218555138, 1001.1589045289821]",deep,96.1,6.1,480,450
2024-01-02 00:30:00,62.2,"[903.7149975022284, 1000.4573063809419, 1042.7762531602175, 1005.2559657086884, 1004.0029349963221]",deep,95.7,5.4,480,450
2024-01-02 01:00:00,61.9,"[1116.0479470160542, 1012.9008644789958, 878.4192747769578, 987.4402079973024, 946.5407025442049]",deep,97.3,2.7,480,450
2024-01-02 01:30:00,60.7,"[1054.8606961304051, 1027.49006870441, 1045.8686097436766, 1007.9936701999059, 928.511457209512]",deep,95.9,3.1,480,450
2024-01-02 02:00:00,60.3,"[1009.7592016394365, 1020.5390215578037, 977.8657040432645, 1004.6857947246511, 1056.6476065353058]",rem,95.9,6.1,480,450
2024-01-02 02:30:00,65.1,"[943.914177137386, 956.3927295781793, 942.1228630107685, 957.7688544635698, 1047.9696459654742]",rem,95.7,4.1,480,450
2024-01-02 03:00:00,52.1,"[927.2808639090142, 970.9995947983493, 917.2692800436552, 1014.7320739104389, 1018.7176771084012]",rem,96.8,7.2,480,450
2024-01-02 03:30:00,59.3,"[918.2073628932993, 1001.4995855509865, 985.2475142182249, 1042.8358568782678, 1061.0239713676876]",rem,96.9,0.5,480,450
2024-01-02 04:00:00,58.4,"[1043.9531806692876, 1065.4738544023726, 940.8048517663751, 968.3548338677962, 949.9327869470211]",light,96.5,1.4,480,450
2024-01-02 04:30:00,55.4,"[1007.7369575932277, 995.9027931863574, 1070.4128351570107, 1062.014717405603, 995.3327100755027]",light,96.6,1.7,480,450
2024-01-02 05:00:00,55.3,"[896.5913913217938, 1079.9001780585004, 985.3981391848149, 942.2378894392034, 988.5092237892235]",light,96.2,5.8,480,450
2024-01-02 05:30:00,54.6,"[984.8816834251006, 970.293551352731, 961.9882694441312, 1019.401248759602, 1013.8293488182723]",light,95.8,4.3,480,450
2024-01-02 06:00:00,86.1,"[815.6532029203431, 817.8255735912221, 708.5760805298967, 780.7105501576217, 766.2886840606574]",awake,98.0,13.9,0,0
2024-01-02 06:30:00,66.9,"[832.2580439295277, 827.0170098400056, 792.6181093846574, 817.6882574191436, 769.7783688356159]",awake,97.4,32.3,0,0
2024-01-02 07:00:00,132.1,"[459.7008182617816, 435.9085619229334, 418.305985328131, 436.2331903256501, 453.28145816229414]",awake,97.3,74.4,0,0
2024-01-02 07:30:00,152.4,"[411.5030335379543, 441.33430764996524, 438.9824363940007, 409.99025680898177, 416.07401472236074]",awake,98.1,84.5,0,0
2024-01-02 08:00:00,147.1,"[484.62966868026444, 408.6555754557912, 412.9160789714351, 413.39934773696393, 438.4105889159646]",awake,98.3,84.2,0,0
2024-01-02 08:30:00,152.6,"[460.0201079301588, 484.5701053387028, 439.22419482652646, 417.92902821576035, 425.38367085688736]",awake,97.5,87.7,0,0
2024-01-02 09:00:00,88.2,"[801.9802872599614, 851.3805206714646, 783.086817727123, 830.2069077341698, 859.6248757468798]",awake,97.7,7.2,0,0
2024-01-02 09:30:00,75.5,"[798.2474145253834, 782.5265845120124, 859.5193520774183, 755.6926923457404, 811.5281860920705]",awake,98.7,33.4,0,0
2024-01-02 10:00:00,71.0,"[830.3286701597755, 773.7935260865239, 800.6357881964212, 852.1160666248492, 785.842832334441]",awake,98.8,16.6,0,0
2024-01-02 10:30:00,83.5,"[845.4079636086593, 810.693395215531, 843.1911032534276, 838.4428020805088, 868.9244463554116]",awake,97.6,3.9,0,0
2024-01-02 11:00:00,77.3,"[850.3163884528026, 806.2477494283265, 743.4776911793452, 876.330074626147, 832.8833565160301]",awake,97.4,16.4,0,0
2024-01-02 11:30:00,78.9,"[846.4449685252798, 776.5875033413735, 810.1864679569965, 817.7136759885643, 760.5864544486865]",awake,97.4,27.3,0,0
2024-01-02 12:00:00,72.8,"[829.2022424307393, 774.9138025410349, 820.9768578893411, 858.4831970554421, 798.2880863151361]",awake,97.6,37.4,0,0
2024-01-02 12:30:00,89.0,"[753.4552541391729, 825.7135722005212, 780.6205813293617, 777.1184378665148, 865.4719387179739]",awake,97.0,7.3,0,0
2024-01-02 13:00:00,82.9,"[824.4686389571297, 809.3632865810727, 833.7633217845139, 760.0540096281193, 762.074416189602]",awake,98.2,18.4,0,0
2024-01-02 13:30:00,81.0,"[816.8412770483475, 829.0205564554768, 813.1423468889174, 778.0271196377882, 802.9187885488266]",awake,97.2,14.1,0,0
2024-01-02 14:00:00,84.6,"[851.2928333509936, 738.814463910888, 792.3937208727109, 778.0832014228965, 729.0393663518698]",awake,97.8,28.4,0,0
2024-01-02 14:30:00,72.2,"[770.2726230073274, 760.3667330856957, 859.7808180796037, 830.6377374689085, 767.9058696074071]",awake,97.8,19.6,0,0
2024-01-02 15:00:00,80.2,"[804.9359923242731, 797.3062902350907, 775.5893229097247, 847.2522646269887, 796.681207969239]",awake,97.8,4.4,0,0
2024-01-02 15:30:00,70.2,"[849.3120135799213, 720.8706029924516, 818.5628663315448, 767.7989430667867, 794.1163448317086]",awake,97.8,35.3,0,0
2024-01-02 16:00:00,84.3,"[867.9122677405983, 792.6644881806674, 762.3568481598649, 806.6772521248052, 842.801722554728]",awake,97.5,31.6,0,0
2024-01-02 16:30:00,73.3,"[751.7823284857527, 786.4978623115514, 745.9868836684378, 817.4991623860471, 854.3176350118023]",awake,98.4,15.4,0,0
2024-01-02 17:00:00,86.3,"[827.3927268332263, 813.0260788797336, 815.3536312406568, 836.5512595897508, 757.5932839958019]",awake,98.0,32.7,0,0
2024-01-02 17:30:00,71.7,"[837.9190809184452, 800.4737251099733, 800.3094791848739, 793.0692962813151, 799.4720066554112]",awake,98.6,14.0,0,0
2024-01-02 18:00:00,82.5,"[884.7719470648899, 817.0598292448162, 778.2897410307104, 833.6549760728897, 829.1677015702503]",awake,98.4,15.9,0,0
2024-01-02 18:30:00,77.5,"[800.2429829156604, 792.8632394410982, 830.7103697773268, 817.944988606152, 822.6647429609425]",awake,97.0,26.9,0,0
2024-01-02 19:00:00,60.0,"[764.3839349197741, 879.430745419528, 735.8553736966273, 745.2571766499792, 759.0649189746986]",awake,97.7,40.5,0,0
2024-01-02 19:30:00,80.5,"[788.4346839626701, 828.0998636156297, 701.2356876781181, 791.0341123805273, 855.099362478374]",awake,97.4,25.7,0,0
2024-01-02 20:00:00,83.2,"[749.5808975496857, 754.2359005386323, 786.9906690454109, 768.4698011585882, 844.8968026573831]",awake,98.1,18.1,0,0
2024-01-02 20:30:00,84.9,"[899.0383360984054, 813.5027417379501, 854.3861361891252, 775.3332179289245, 828.203365418196]",awake,98.1,9.3,0,0
2024-01-02 21:00:00,76.3,"[782.3774245273772, 737.0147825881494, 758.1657697871303, 703.0508600876608, 877.18714508956]",awake,98.2,7.0,0,0
2024-01-02 21:30:00,57.8,"[919.757062632132, 792.3870245267182, 751.98271607021, 720.0027343206413, 831.6029403501843]",awake,98.2,18.1,0,0
2024-01-02 22:00:00,53.5,"[870.5265676194631, 1060.768883976485, 1042.1514359322239, 930.8575386938793, 984.0281954325974]",light,96.7,4.4,480,450
2024-01-02 22:30:00,64.8,"[1017.9287117344531, 1031.62883816935, 1060.7635452711775, 939.7457401193669, 1064.7969187312935]",light,96.2,4.3,480,450
2024-01-02 23:00:00,63.0,"[1005.0875230225626, 978.3138097463122, 1013.3515460959258, 1017.6486034572309, 1056.3833977785237]",light,96.0,4.0,480,450
2024-01-02 23:30:00,49.3,"[1034.6393557144743, 985.3176727599695, 1070.6238168561713, 1041.7444007630968, 1046.8284806512324]",light,96.3,8.4,480,450
2024-01-03 00:00:00,60.6,"[922.014611776722, 987.3224899393574, 1034.6734808918125, 984.718890429175, 954.0809912064426]",deep,95.5,3.3,480,450
2024-01-03 00:30:00,60.1,"[967.6187149636031, 991.7643971979771, 955.6874225628744, 873.9323998161265, 1010.2497996645999]",deep,95.1,6.8,480,450
2024-01-03 01:00:00,59.7,"[908.3453403024486, 988.0918202696886, 1072.4961318959265, 1038.7097672141579, 951.769380782781]",deep,95.5,5.0,480,450
2024-01-03 01:30:00,53.2,"[966.1566673932791, 1018.2723019325368, 1066.8536276963737, 956.8414835412755, 1022.9424824615987]",deep,96.0,3.9,480,450
2024-01-03 02:00:00,56.0,"[1044.0983845818914, 1009.6029156535709, 1074.622234400098, 961.9784655570162, 993.1530040521372]",rem,96.5,3.2,480,450
2024-01-03 02:30:00,61.3,"[1025.726877921488, 1017.6738572699462, 999.0488519905107, 926.6442113620087, 933.0244330689733]",rem,96.0,4.0,480,450
2024-01-03 03:00:00,62.2,"[996.0609725458589, 938.3492596211082, 1058.4307845070364, 988.3437057613729, 921.6436831419605]",rem,96.4,5.8,480,450
2024-01-03 03:30:00,55.9,"[959.2166717692222, 953.3591920770309, 992.0880812979043, 1009.728412770959, 975.3023112563383]",rem,96.5,2.8,480,450
2024-01-03 04:00:00,58.0,"[1069.4985997896763, 1063.5625446044983, 957.4293175211669, 963.0061562082088, 1057.2503773612286]",light,96.3,7.8,480,450
2024-01-03 04:30:00,55.5,"[951.7800185779078, 1017.1997683754453, 1012.8639456500193, 1025.1606451750422, 943.7969295712768]",light,96.7,3.2,480,450
2024-01-03 05:00:00,69.0,"[960.0092630600599, 1008.3274843332812, 961.3586794627948, 931.5319020005959, 1009.0232782764967]",light,95.9,3.4,480,450
2024-01-03 05:30:00,57.3,"[1014.0354165727304, 1044.3550755524504, 1020.7918858899104, 1006.7443799193354, 901.9651302662259]",light,96.5,5.8,480,450
2024-01-03 06:00:00,77.9,"[834.9571170897234, 838.06983439757, 766.2551780147228, 809.7521987207339, 727.523511064184]",awake,98.4,30.9,0,0
2024-01-03 06:30:00,69.3,"[833.9374018762413, 841.3437276216001, 851.4195975878565, 812.4582457441951, 751.0372834430322]",awake,98.0,3.4,0,0
2024-01-03 07:00:00,145.6,"[446.2199318777716, 458.6507369829771, 382.42049845405603, 437.1677166333031, 443.8108567531972]",awake,97.5,84.1,0,0
2024-01-03 07:30:00,151.2,"[394.5833939199134, 447.68212212717947, 393.36467125613063, 465.0613360518606, 424.91185697541846]",awake,98.1,79.9,0,0
2024-01-03 08:00:00,146.6,"[422.05620832671383, 403.3904220731678, 378.465005416764, 472.41891517187594, 401.9465565919156]",awake,98.0,83.0,0,0
2024-01-03 08:30:00,129.7,"[497.4052793154996, 442.89771950777794, 402.9874505082141, 371.5376970757857, 450.0525123608077]",awake,97.8,84.1,0,0
2024-01-03 09:00:00,67.9,"[797.7489322774614, 819.7913082283837, 808.8040533611636, 796.5919139406742, 693.5700578520925]",awake,98.2,13.7,0,0
2024-01-03 09:30:00,75.4,"[896.1644152925807, 739.8502611787718, 819.7694969883108, 757.4295910133047, 847.5428207696717]",awake,97.7,19.0,0,0
2024-01-03 10:00:00,82.3,"[792.4569301889746, 770.1599066143417, 747.6644188245334, 762.3735915084271, 799.3120784035632]",awake,98.0,12.3,0,0
2024-01-03 10:30:00,67.8,"[821.6446153062454, 840.3555907048033, 752.6307515039208, 815.0512176360763, 736.6323977804882]",awake,98.0,15.1,0,0
2024-01-03 11:00:00,74.8,"[820.3206849539121, 762.4841616619383, 777.7124460193306, 805.846331591019, 877.6754630314467]",awake,98.9,24.6,0,0
2024-01-03 11:30:00,81.7,"[777.8797697895537, 854.7516579018142, 742.2467315940656, 780.8139327769543, 757.2566824223094]",awake,98.0,37.0,0,0
2024-01-03 12:00:00,62.9,"[818.1638802974782, 781.7217899185541, 776.8074945029849, 830.6802045368562, 844.733719736329]",awake,98.0,26.0,0,0
2024-01-03 12:30:00,65.5,"[823.6657338887309, 809.7043585717532, 801.999320422207, 807.3444943648753, 739.4699014605046]",awake,98.0,34.7,0,0
2024-01-03 13:00:00,78.4,"[784.7959970929772, 807.9289863832967, 840.8428042622747, 887.9249113036894, 824.955860126938]",awake,98.2,18.8,0,0
2024-01-03 13:30:00,71.9,"[740.1281937707056, 752.2261858085661, 807.6484073822082, 754.8198171990871, 781.1604402843419]",awake,97.7,6.6,0,0
2024-01-03 14:00:00,78.6,"[763.0570722657054, 868.4900728566299, 774.8287410734334, 780.3677774123821, 833.4179988381574]",awake,98.2,19.3,0,0
2024-01-03 14:30:00,81.9,"[792.4611945284963, 731.7382325577073, 858.2329128481076, 841.0467469165279, 742.739982368568]",awake,99.0,32.2,0,0
2024-01-03 15:00:00,67.9,"[862.0771715823048, 769.8853031232658, 804.7254114624998, 752.3991216909628, 718.003271108965]",awake,97.8,30.5,0,0
2024-01-03 15:30:00,64.7,"[821.3940299131518, 766.2983129498285, 803.908234757798, 791.6257092929169, 849.6807624570953]",awake,98.4,18.9,0,0
2024-01-03 16:00:00,90.0,"[842.6667202711681, 799.0468838369167, 816.4628400754411, 752.5365913072127, 721.4339431133875]",awake,97.8,18.3,0,0
2024-01-03 16:30:00,74.4,"[796.7763383784896, 830.7335351062409, 782.0196394154834, 857.7188704781748, 787.3666561765506]",awake,98.2,33.5,0,0
2024-01-03 17:00:00,89.7,"[766.4278085381244, 779.5984177751801, 762.5349971051661, 780.0521970550714, 772.0116138480525]",awake,97.2,37.3,0,0
2024-01-03 17:30:00,76.1,"[863.2026994622959, 831.3354168559662, 817.0323266180702, 820.0575739589187, 799.7852537849519]",awake,97.6,29.1,0,0
2024-01-03 18:00:00,76.4,"[779.7631259977348, 789.4214073927307, 779.4498149134226, 832.002788166563, 793.0238252442105]",awake,97.3,31.8,0,0
2024-01-03 18:30:00,76.8,"[713.9208274777643, 738.5878509193108, 673.6325112183611, 869.1978683629619, 801.7656102823837]",awake,97.7,19.4,0,0
2024-01-03 19:00:00,76.3,"[861.9075820914182, 784.7073954578303, 806.1964029547784, 858.859072920935, 760.5448451341156]",awake,98.5,12.0,0,0
2024-01-03 19:30:00,49.4,"[759.9880166989408, 808.5227912747002, 801.7021413337903, 796.3947456785032, 803.2381124492583]",awake,98.0,30.7,0,0
2024-01-03 20:00:00,73.1,"[761.5013079431064, 823.3935655405086, 840.5977555021792, 809.2888921024495, 814.8068087954033]",awake,98.1,24.2,0,0
2024-01-03 20:30:00,83.3,"[838.2404993859936, 763.2826477521568, 783.867544291295, 772.6921875597736, 792.7572027548761]",awake,97.8,25.5,0,0
2024-01-03 21:00:00,83.0,"[881.9051105384348, 885.4480096014444, 827.8175828318556, 739.4107595267815, 839.1000933987968]",awake,98.0,28.6,0,0
2024-01-03 21:30:00,86.2,"[814.7966649404561, 805.312708513689, 780.2883746149843, 790.7652159231402, 856.889387347431]",awake,98.2,31.5,0,0
2024-01-03 22:00:00,59.9,"[1064.59754492095, 922.1126722981935, 1010.7272711652536, 967.0437493189454, 969.071721990678]",light,95.0,3.7,480,450
2024-01-03 22:30:00,64.6,"[953.9669640057346, 1004.3329404680676, 1010.5383598214685, 1083.9005291305539, 1018.2352637520893]",light,95.9,5.4,480,450
2024-01-03 23:00:00,64.7,"[1058.491290097974, 1008.3492836943831, 908.4352922408818, 972.050154163811, 1029.4973415849631]",light,95.5,3.8,480,450
2024-01-03 23:30:00,58.6,"[971.9653111519054, 1047.4058503043925, 1066.1323377014885, 972.1766526975662, 991.6487575519033]",light,95.6,6.8,480,450
2024-01-04 00:00:00,67.0,"[984.2768950211977, 990.9859692483849, 971.344660513781, 1004.7107876261259, 1025.6633044488783]",deep,95.5,3.9,480,450
2024-01-04 00:30:00,55.3,"[1070.3758863282912, 1010.8396399863869, 946.5605126598241, 951.5740832882963, 1000.7840406534284]",deep,95.4,4.5,480,450
2024-01-04 01:00:00,63.5,"[1089.704564492126, 1068.2279027569095, 1007.2801495168508, 928.5544914077486, 1059.038438020441]",deep,96.3,0.3,480,450
2024-01-04 01:30:00,58.9,"[1033.7585942644712, 885.7282585313249, 987.454742717912, 914.6881060470696, 1039.197345053686]",deep,96.7,4.4,480,450
2024-01-04 02:00:00,63.8,"[1025.3405305907538, 1012.0138775214385, 1094.946947724377, 944.9009262893509, 1100.741503130589]",rem,96.9,3.1,480,450
2024-01-04 02:30:00,54.0,"[1040.479300114003, 1011.3763626900939, 947.9032226234735, 1000.3445138675552, 956.6629642154961]",rem,95.6,3.7,480,450
2024-01-04 03:00:00,55.1,"[1081.150017430884, 996.2079053912593, 989.2442734097074, 1093.5215243868422, 964.2438973298952]",rem,95.4,9.7,480,450
2024-01-04 03:30:00,59.5,"[1024.731877428463, 1017.6845958068676, 1075.2771798652955, 1064.56119647066, 1001.7812757382476]",rem,96.0,4.5,480,450
2024-01-04 04:00:00,54.6,"[912.9240982486369, 955.955470834059, 987.8985665016326, 962.3591511491878, 981.4613021676312]",light,95.4,2.5,480,450
2024-01-04 04:30:00,63.1,"[1006.242860328205, 962.821263437676, 984.5976653986924, 1031.652475840436, 1007.3221995670722]",light,96.3,3.9,480,450
2024-01-04 05:00:00,58.9,"[986.5973533900869, 1006.2711925951301, 927.4072264248209, 1032.8882619568326, 879.2393441309766]",light,96.5,3.8,480,450
2024-01-04 05:30:00,64.0,"[1035.6158894522075, 990.0656950466355, 975.9675937327955, 978.1113769799805, 966.3531037466174]",light,95.2,2.2,480,450
2024-01-04 06:00:00,95.0,"[808.7695070746846, 784.598333049054, 778.0664214531216, 831.9483950403701, 845.6513295165304]",awake,97.0,16.9,0,0
2024-01-04 06:30:00,77.4,"[802.55880296071, 828.2392952823659, 786.5907649347098, 798.3154636431962, 853.4632826834949]",awake,97.6,9.7,0,0
2024-01-04 07:00:00,164.9,"[402.0459935486183, 423.5059607632916, 399.424804915293, 473.98315730671874, 401.8311408030516]",awake,98.0,84.4,0,0
2024-01-04 07:30:00,148.6,"[425.1886374857912, 432.58480192944415, 400.43473339165337, 492.3052509233005, 421.9647519625933]",awake,97.1,87.6,0,0
2024-01-04 08:00:00,128.8,"[445.392560341294, 454.0556374609338, 454.0553050560038, 431.4116934697902, 440.7780188798805]",awake,98.3,87.5,0,0
2024-01-04 08:30:00,138.4,"[461.2630309606959, 431.7214391400135, 426.19312673296906, 455.1764925884435, 458.94399168170753]",awake,98.7,92.3,0,0
2024-01-04 09:00:00,98.2,"[842.3536418972479, 830.6557453431271, 796.6302722276491, 717.5859100116744, 771.5715810900342]",awake,96.8,19.8,0,0
2024-01-04 09:30:00,69.8,"[805.2953211026263, 840.6808337700377, 889.3798544571241, 784.8346273321089, 844.5341619159758]",awake,97.9,27.3,0,0
2024-01-04 10:00:00,57.4,"[745.1988498544345, 815.1724055250663, 773.8185555119171, 768.9593075714879, 722.7323522918016]",awake,97.6,40.0,0,0
2024-01-04 10:30:00,76.6,"[843.490620939262, 778.9798702879181, 775.7277672725999, 832.8669464014557, 822.7001423974848]",awake,97.8,33.4,0,0
2024-01-04 11:00:00,76.4,"[843.8093184037066, 848.3839716152216, 759.9932061097132, 785.7729545091231, 706.3649305893285]",awake,97.0,19.3,0,0
2024-01-04 11:30:00,71.5,"[803.5468102837913, 746.3383278894065, 873.5018864952311, 808.8645508909756, 777.0092488074198]",awake,98.0,24.2,0,0
2024-01-04 12:00:00,73.9,"[837.0050476691962, 817.824098025046, 822.9311994559989, 816.5715290485655, 703.4658287353468]",awake,98.2,16.9,0,0
2024-01-04 12:30:00,75.0,"[844.0805612902101, 867.0207623285551, 769.1512641876329, 765.0514928832015, 777.5482668285597]",awake,99.0,31.1,0,0
2024-01-04 13:00:00,62.0,"[798.2053674225525, 884.2610333357173, 780.3963186711649, 800.4437706387267, 800.2522461111562]",awake,97.6,4.3,0,0
2024-01-04 13:30:00,70.2,"[825.9411831743082, 828.968498408404, 806.1969401634015, 841.8548515561196, 758.8039162863662]",awake,97.9,7.8,0,0
2024-01-04 14:00:00,59.4,"[819.5472651591775, 819.5328011973157, 762.7894620073941, 888.4256927586138, 776.3002374205131]",awake,97.9,19.7,0,0
2024-01-04 14:30:00,69.1,"[814.5284315613671, 790.8922529225632, 786.1328116964818, 785.8152026956824, 712.5920645764409]",awake,96.9,19.4,0,0
2024-01-04 15:00:00,80.7,"[801.047203363391, 809.327592117701, 784.9087950231225, 820.9667563888415, 819.2495252626778]",awake,96.9,43.0,0,0
