timestamp,heart_rate,rr_intervals,sleep_stage,spo2,activity_level,time_in_bed_min,total_sleep_min
2023-12-01 10:00:00,77.6,"[814.0537302846229, 844.8048490929584, 847.9183084577826, 851.3685169318894, 796.5098171165882]",awake,98.1,17.4,0,0
2023-12-01 10:30:00,80.5,"[805.8420375706447, 816.2179227771286, 779.7583812123063, 753.2967157499968, 722.8702581896061]",awake,98.8,0.0,0,0
2023-12-01 11:00:00,75.7,"[831.3967228369918, 801.5521915289909, 776.7600869258855, 788.146053723668, 878.4501347458975]",awake,97.7,12.9,0,0
2023-12-01 11:30:00,66.7,"[776.1025191650074, 837.2649424232173, 763.7021747224862, 779.4943782477138, 785.8891757023983]",awake,97.9,7.3,0,0
2023-12-01 12:00:00,72.6,"[858.2499705540258, 776.6608418596085, 831.8227236143074, 759.8969704989772, 896.992043202691]",awake,98.2,36.8,0,0
2023-12-01 12:30:00,74.8,"[858.2575337555302, 809.9338514277399, 837.9873774488325, 821.5884953531784, 789.4155463929077]",awake,98.2,8.9,0,0
2023-12-01 13:00:00,66.6,"[793.0055839765959, 828.4703344029438, 825.3666228798545, 822.8349263654826, 819.2451196304831]",awake,97.6,30.0,0,0
2023-12-01 13:30:00,73.6,"[716.8482785342754, 881.0717130351161, 729.5745512113763, 777.9045613953507, 822.3199355220528]",awake,98.7,0.0,0,0
2023-12-01 14:00:00,88.7,"[700.7827238327939, 803.5672991979574, 721.4876414922982, 751.3338359150592, 816.1010968259193]",awake,97.6,28.2,0,0
2023-12-01 14:30:00,76.4,"[829.7074080755921, 775.0484991080954, 759.6205435643988, 858.1598623262171, 824.1161536709723]",awake,97.9,12.4,0,0
2023-12-01 15:00:00,70.9,"[745.328258876565, 802.6488637188036, 898.6731905072022, 792.9596990958526, 828.4274610429666]",awake,98.1,30.1,0,0
2023-12-01 15:30:00,69.3,"[789.1089431686377, 800.5485326268163, 774.6087822287778, 925.1721807195158, 748.9209385425894]",awake,98.3,28.6,0,0
2023-12-01 16:00:00,78.8,"[816.6016968095784, 778.9464668914509, 788.141008990986, 818.129115150976, 732.899828676998]",awake,96.6,30.6,0,0
2023-12-01 16:30:00,61.1,"[760.318836500481, 837.707910764596, 760.092849972032, 814.7567867882442, 793.9742271146762]",awake,98.2,34.3,0,0
2023-12-01 17:00:00,82.9,"[793.546714614652, 801.4117949999012, 810.2623759951126, 785.7815470215379, 796.1252961605124]",awake,98.2,23.5,0,0
2023-12-01 17:30:00,67.9,"[820.4691233479988, 802.5376283535254, 779.8781181536426, 851.7497398950378, 799.6633266878173]",awake,98.1,34.5,0,0
2023-12-01 18:00:00,65.8,"[820.5227465956161, 781.1987319654384, 849.6319738624818, 795.5568232928332, 772.3720898028014]",awake,97.8,14.7,0,0
2023-12-01 18:30:00,71.5,"[783.300073835063, 765.3386818578671, 813.387206055222, 810.4361065794848, 771.8015365640942]",awake,97.6,9.9,0,0
2023-12-01 19:00:00,85.6,"[764.5139945738448, 777.4321966941981, 798.6064162975356, 755.2172922367109, 822.5797722409654]",awake,98.3,23.3,0,0
2023-12-01 19:30:00,78.4,"[824.0382148813931, 784.0777019226351, 809.7622556156366, 837.9397828319337, 818.8941830591373]",awake,98.2,14.4,0,0
2023-12-01 20:00:00,59.2,"[764.5712282017666, 806.893473516892, 793.5589612787861, 804.3599592693731, 766.9838283238138]",awake,97.2,0.8,0,0
2023-12-01 20:30:00,68.6,"[792.5768775809851, 751.0621233447356, 870.982391097564, 767.1633017579437, 788.2024372955148]",awake,98.0,33.3,0,0
2023-12-01 21:00:00,73.7,"[861.0598526956377, 793.2198769008801, 810.3520516001569, 739.5023710613818, 814.5833214560537]",awake,98.1,25.2,0,0
2023-12-01 21:30:00,68.0,"[805.720857570783, 818.1960953368604, 823.2236855202722, 814.9899186306069, 848.5134858012739]",awake,98.1,20.1,0,0
2023-12-01 22:00:00,60.4,"[1057.5539170968477, 933.9397449446283, 1087.1777611297032, 951.417687792229, 996.2807566299505]",light,95.6,6.4,480,450
2023-12-01 22:30:00,66.1,"[1119.292858401283, 1010.5340699110455, 1007.1697507379669, 1043.0640480176376, 928.9039477014937]",light,96.0,5.7,480,450
2023-12-01 23:00:00,67.3,"[1022.6091031090382, 1045.572128858957, 1002.5697579304043, 1026.3774159455832, 1025.3794484971504]",light,95.4,7.9,480,450
2023-12-01 23:30:00,64.3,"[958.3565365080832, 1047.4395190343084, 1022.7650641593199, 951.5498007691417, 1020.108395119299]",light,96.4,3.0,480,450
2023-12-02 00:00:00,63.4,"[1043.2932962406524, 924.6221531804769, 933.9838266188502, 959.9864554245096, 1029.9486145131104]",deep,96.4,2.7,480,450
2023-12-02 00:30:00,56.8,"[964.4151655897987, 1029.0147336561688, 1043.7980269257494, 1024.87058503064, 1012.0170154620466]",deep,96.4,7.1,480,450
2023-12-02 01:00:00,56.5,"[1058.2398013569948, 974.6116883812065, 992.7140895796404, 953.4213567840623, 1054.7671896827055]",deep,95.3,3.5,480,450
2023-12-02 01:30:00,57.4,"[1028.3618618038884, 1014.7843910379081, 988.6975639533227, 1002.5226370154973, 997.9792354426072]",deep,95.1,2.3,480,450
2023-12-02 02:00:00,60.6,"[1009.0935338744287, 1046.4732516537715, 969.0766048382984, 1042.186220818432, 1000.451399367177]",rem,95.5,6.2,480,450
2023-12-02 02:30:00,57.2,"[986.9721448461039, 1044.257140684121, 994.9402221565022, 1000.549712591501, 1074.6493406112327]",rem,96.3,5.9,480,450
2023-12-02 03:00:00,66.1,"[980.6378357019466, 1013.6837868698439, 990.4488879868849, 1046.328109785914, 908.0390084624182]",rem,95.7,7.9,480,450
2023-12-02 03:30:00,74.4,"[1094.4003374746237, 999.8542601974483, 1015.3825781711255, 984.1991806685423, 942.3044879274314]",rem,95.5,5.6,480,450
2023-12-02 04:00:00,57.6,"[1000.7151010746321, 995.0241614121122, 983.3217965210843, 982.9291439462097, 978.2671331331197]",light,96.5,3.9,480,450
2023-12-02 04:30:00,60.2,"[970.2101105880074, 988.9856385403025, 980.5366309973814, 1014.029068937429, 952.955931381341]",light,96.5,4.8,480,450
2023-12-02 05:00:00,55.1,"[978.9800194770711, 991.3874918014001, 1019.0395381638409, 1001.6474311415724, 1084.863077284436]",light,96.4,8.8,480,450
2023-12-02 05:30:00,62.7,"[1040.4718528050937, 931.7002876361867, 1014.0128966776033, 1041.6988697916972, 987.7537607416305]",light,96.0,5.9,480,450
2023-12-02 06:00:00,84.1,"[758.3824709582084, 786.2826028355086, 742.624224175213, 796.5154232136734, 807.219600419416]",awake,97.0,31.3,0,0
2023-12-02 06:30:00,79.2,"[841.9688664674351, 827.5502505083176, 853.2088300274852, 773.7892734093568, 834.834914398499]",awake,97.2,13.6,0,0
2023-12-02 07:00:00,74.1,"[726.8125901808842, 795.7922435121169, 820.5690218504035, 753.6238649296424, 858.2954954077179]",awake,97.2,29.6,0,0
2023-12-02 07:30:00,87.8,"[823.3032538242584, 790.7060234891044, 709.5956552947474, 804.9694611518404, 804.0534875813174]",awake,97.3,6.9,0,0
2023-12-02 08:00:00,78.6,"[887.8938273634421, 774.6762153974588, 709.8214768014501, 778.3577630970534, 794.4737882525908]",awake,97.7,18.0,0,0
2023-12-02 08:30:00,80.1,"[787.0768782366499, 853.8815971439205, 831.9934590792349, 810.6818102690879, 809.454216917951]",awake,98.5,19.8,0,0
2023-12-02 09:00:00,65.4,"[805.2322266989225, 793.2435876007083, 841.0326658347341, 811.579789218857, 801.5477823118739]",awake,97.5,25.0,0,0
2023-12-02 09:30:00,63.1,"[830.8009763020909, 798.6075002552778, 818.4028401364627, 795.7023488475185, 772.4335086006266]",awake,98.4,16.1,0,0
2023-12-02 10:00:00,77.4,"[793.3429037368732, 791.4746364546589, 840.32586989255, 723.6547357779655, 740.6404590055621]",awake,98.0,12.8,0,0
2023-12-02 10:30:00,57.6,"[783.2744319054754, 785.9365770272188, 825.3139666270132, 814.1914982145181, 781.280207726056]",awake,97.6,19.4,0,0
2023-12-02 11:00:00,72.1,"[829.2836777666141, 806.8422051289734, 838.7985794270435, 752.9288901053361, 742.9827254867378]",awake,96.9,26.0,0,0
2023-12-02 11:30:00,70.7,"[825.7227471696025, 756.9394235917573, 778.1349954120084, 768.6349757635717, 818.4060591112288]",awake,97.4,24.5,0,0
2023-12-02 12:00:00,78.4,"[798.6051571649631, 846.4699183945003, 791.8467543768219, 793.601413457426, 788.5852440884188]",awake,98.7,11.4,0,0
2023-12-02 12:30:00,78.4,"[750.1924014283526, 781.5400510457944, 730.0891025233309, 792.744434874231, 735.3842325986581]",awake,98.1,16.9,0,0
2023-12-02 13:00:00,60.8,"[731.4374695714723, 804.6055475477251, 791.5907365133818, 818.5555132560415, 810.1552875422217]",awake,98.6,2.0,0,0
2023-12-02 13:30:00,58.4,"[785.6985416970568, 821.0188778973746, 906.6691130827429, 808.4833956741334, 825.6382063806865]",awake,99.0,18.0,0,0
2023-12-02 14:00:00,80.2,"[767.0014846758464, 823.3303555740816, 761.3834778857109, 759.3341433035287, 704.0474024023625]",awake,98.6,22.3,0,0
2023-12-02 14:30:00,72.0,"[781.5375380879746, 772.4274418882368, 855.0987647581103, 856.1098601899481, 817.1219976462808]",awake,97.4,11.6,0,0
2023-12-02 15:00:00,77.0,"[738.4125548568725, 867.5318790687534, 741.0210876773526, 819.0325554659598, 830.7931822434563]",awake,98.1,24.9,0,0
2023-12-02 15:30:00,90.6,"[812.2692240456007, 802.2999102272415, 818.2638502799925, 726.6175423805787, 882.6143452522931]",awake,97.4,19.0,0,0
2023-12-02 16:00:00,78.6,"[777.3956099906487, 756.1245475777606, 766.894093222575, 811.8928712602107, 820.2227881694563]",awake,98.4,12.6,0,0
2023-12-02 16:30:00,88.6,"[804.8421373782966, 738.9161502732752, 783.4302404118877, 818.7954258243244, 765.6359566644147]",awake,98.6,21.8,0,0
2023-12-02 17:00:00,71.0,"[782.0146204814658, 850.6309992057741, 779.2243956092053, 896.9526016152976, 744.6606719753507]",awake,97.9,25.9,0,0
2023-12-02 17:30:00,75.0,"[794.6951088742871, 814.0539499787697, 792.5720022206319, 800.9572276914377, 828.6263716315373]",awake,98.1,17.1,0,0
2023-12-02 18:00:00,76.4,"[783.3069547051883, 804.8693241623937, 771.4633457268471, 743.0096127726241, 731.5119069568613]",awake,97.6,37.0,0,0
2023-12-02 18:30:00,84.3,"[846.9681907914909, 780.9848710930185, 845.3733855371769, 829.6920496967139, 779.7817366131137]",awake,97.4,30.0,0,0
2023-12-02 19:00:00,70.8,"[807.3205157949477, 854.748779151798, 798.6709844327132, 771.9663241862805, 781.3996346728584]",awake,98.2,32.9,0,0
2023-12-02 19:30:00,79.9,"[818.7496907349235, 810.3520979968083, 863.4634641594942, 756.203573875557, 733.4830878638613]",awake,97.5,33.6,0,0
2023-12-02 20:00:00,65.1,"[756.944006484793, 842.116345312168, 818.9777370318604, 803.1924451724271, 797.0252591910486]",awake,97.0,28.7,0,0
2023-12-02 20:30:00,80.7,"[832.0889205499341, 784.8043550198164, 792.0410341886153, 773.9900704284307, 881.2411708294553]",awake,98.6,1.1,0,0
2023-12-02 21:00:00,71.0,"[869.1726633304261, 777.8346365205554, 825.0110865807912, 801.6077052173752, 794.4983358856023]",awake,97.7,21.0,0,0
2023-12-02 21:30:00,71.6,"[800.2670116286071, 839.2441453758915, 821.1045428537709, 805.6095561868276, 816.7719037745236]",awake,97.5,42.5,0,0
2023-12-02 22:00:00,62.4,"[1021.1137640597267, 1073.3632669553701, 979.1503768012705, 975.829742318044, 978.2234751980808]",light,96.7,4.7,480,450
2023-12-02 22:30:00,58.8,"[1019.6889051482245, 924.4362479513533, 1050.2971687870618, 999.8868168530065, 933.8237962293655]",light,95.9,9.8,480,450
2023-12-02 23:00:00,55.9,"[967.1538328724031, 1061.8624475445667, 1031.0600821004318, 1078.3621576621474, 1112.6720155288872]",light,96.5,6.1,480,450
2023-12-02 23:30:00,59.6,"[1054.660509925644, 1004.0469026531292, 1038.7438146609545, 930.5987451239321, 1011.3107558856875]",light,96.1,4.0,480,450
2023-12-03 00:00:00,60.6,"[960.8281923668488, 936.3251590972145, 994.6961117222395, 975.8666978298982, 957.7304658363414]",deep,96.3,2.4,480,450
2023-12-03 00:30:00,63.1,"[1015.7257867353194, 976.3963409012191, 1016.490459669886, 1070.3691858177153, 1065.453923066661]",deep,96.3,5.0,480,450
2023-12-03 01:00:00,59.6,"[1024.181830080172, 1074.5524158467263, 1067.9619991252994, 1025.841754980352, 997.3048986269297]",deep,95.7,4.1,480,450
2023-12-03 01:30:00,66.4,"[955.8178750015602, 1000.2060910335679, 1006.3637756030225, 956.6730962932543, 1009.6031371636502]",deep,95.9,9.1,480,450
2023-12-03 02:00:00,63.6,"[958.287067406033, 956.5221777027307, 1067.6476051810719, 1025.4866552736078, 1039.9129946530572]",rem,95.4,11.6,480,450
2023-12-03 02:30:00,57.8,"[1018.0057249546733, 994.2041425833726, 1058.7926322909111, 996.8257854391576, 983.2304336758314]",rem,95.4,5.4,480,450
2023-12-03 03:00:00,61.4,"[979.1287183754739, 1080.933715988488, 955.0699470635072, 1067.799306515124, 1032.0427611288453]",rem,95.6,2.3,480,450
2023-12-03 03:30:00,55.7,"[1028.2378840739702, 995.0660072787589, 967.5724479443917, 1080.5188464988148, 1012.7981802544475]",rem,95.6,2.5,480,450
2023-12-03 04:00:00,60.4,"[965.1914438634512, 1044.0480056660322, 902.1776915390753, 990.2970552686417, 1025.6695831834083]",light,95.8,8.0,480,450
2023-12-03 04:30:00,58.0,"[996.4583545664304, 992.2234852298491, 898.8660730800339, 939.165715757194, 1022.6566218140406]",light,96.5,3.5,480,450
2023-12-03 05:00:00,55.6,"[976.9583011689737, 1062.5267313671866, 1016.9229189968187, 956.1247363958345, 983.529238317672]",light,95.2,3.5,480,450
2023-12-03 05:30:00,51.7,"[884.9242745550246, 1026.48428834438, 975.6080471785382, 1030.8312662443568, 981.7428652183306]",light,95.2,4.4,480,450
2023-12-03 06:00:00,48.6,"[720.1696037674177, 775.710047336759, 832.304606137896, 798.1086844911674, 800.3480265148578]",awake,97.4,24.1,0,0
2023-12-03 06:30:00,76.7,"[768.3158508248526, 736.6956307243744, 790.402007942886, 807.4698766134751, 786.4875948183043]",awake,98.4,17.8,0,0
2023-12-03 07:00:00,89.1,"[771.1864560928408, 753.1257385555957, 791.3470009618056, 855.0384840536495, 750.4150668605258]",awake,96.9,40.1,0,0
2023-12-03 07:30:00,77.5,"[836.2948611040886, 833.0429268430347, 803.661380715926, 827.7575460216158, 799.1981146410398]",awake,98.7,11.5,0,0
2023-12-03 08:00:00,65.1,"[750.9261134919923, 803.2335501170463, 799.0032032451703, 740.4511113873787, 746.7238745887416]",awake,98.3,26.7,0,0
2023-12-03 08:30:00,83.9,"[822.5802764259556, 780.9860107764222, 753.2114531172585, 832.5723872674946, 772.2557486172343]",awake,97.9,18.2,0,0
2023-12-03 09:00:00,76.8,"[792.4280416350604, 819.4787649058246, 752.6909253364126, 880.8516857694685, 771.5620972022726]",awake,98.0,27.8,0,0
2023-12-03 09:30:00,75.4,"[700.5877227699782, 753.2942254634032, 842.3104439592674, 843.7395406685561, 862.5980611288845]",awake,97.5,24.0,0,0
2023-12-03 10:00:00,84.8,"[818.638246669063, 810.6038710405736, 838.4757190100223, 783.5994417989687, 810.5795024237281]",awake,98.4,30.9,0,0
2023-12-03 10:30:00,85.8,"[825.6452713741536, 795.2059877979968, 802.5131941094999, 753.8416709205655, 791.8655651640823]",awake,97.5,26.7,0,0
2023-12-03 11:00:00,86.1,"[784.8148181459151, 690.1859706108285, 695.4128583832957, 794.5857456073951, 797.2604364547802]",awake,98.6,22.1,0,0
2023-12-03 11:30:00,69.2,"[747.8918634301127, 806.6690291680306, 797.1935212384967, 766.4878209532442, 891.3812006752489]",awake,98.5,7.4,0,0
2023-12-03 12:00:00,89.0,"[737.0063575937265, 770.303617182895, 789.9162997820617, 761.767534618825, 819.6983388442641]",awake,98.6,0.0,0,0
2023-12-03 12:30:00,84.7,"[807.8441207753791, 809.3359160899766, 794.0512045942976, 831.9251422844901, 804.2958170874163]",awake,97.4,15.0,0,0
2023-12-03 13:00:00,76.1,"[798.5753450873602, 799.4167175322774, 827.1861048572392, 790.097271152936, 829.5885766440084]",awake,97.1,24.7,0,0
2023-12-03 13:30:00,66.0,"[768.8567559597402, 774.6649939202863, 818.2928479366657, 822.8159220550801, 826.2078751319617]",awake,97.9,15.1,0,0
2023-12-03 14:00:00,59.9,"[708.2019594346922, 805.4908015105214, 831.7552661026031, 868.2291867933852, 818.6636682280116]",awake,97.9,25.3,0,0
2023-12-03 14:30:00,79.0,"[764.0193351094904, 834.1796153781395, 860.2592606506844, 894.6017104133057, 801.3757552155984]",awake,98.2,25.7,0,0
2023-12-03 15:00:00,62.7,"[871.208555972823, 791.2308388699032, 846.3009014615733, 792.8642783814777, 779.1078048473335]",awake,98.3,35.1,0,0
2023-12-03 15:30:00,82.4,"[754.3390809057413, 740.5297450041215, 819.4325599286663, 800.3409973438502, 810.1784321259447]",awake,98.4,18.8,0,0
2023-12-03 16:00:00,71.5,"[890.3209331101777, 807.8388690844366, 809.8981016070778, 743.0918356102309, 809.9462569917243]",awake,97.2,14.3,0,0
2023-12-03 16:30:00,68.7,"[798.523385648466, 701.8873119558377, 810.2851032945133, 853.6683090776438, 756.2701630265589]",awake,97.7,21.9,0,0
2023-12-03 17:00:00,71.8,"[738.0134136129542, 890.2534576026912, 786.8881532921863, 744.5266661602733, 760.6184582361182]",awake,98.0,34.9,0,0
2023-12-03 17:30:00,80.7,"[824.1850069426675, 829.8229177440627, 810.8729654262345, 834.1745912981227, 766.3454221724531]",awake,98.2,17.2,0,0
2023-12-03 18:00:00,78.1,"[832.2022339260266, 781.6923204848192, 840.157808129488, 806.2930687357443, 818.2562778118394]",awake,98.3,26.4,0,0
2023-12-03 18:30:00,72.0,"[757.9730603520682, 838.6242962745307, 841.7377522892764, 798.5273425568921, 814.215047163988]",awake,98.3,27.7,0,0
2023-12-03 19:00:00,77.4,"[798.2304355886845, 828.3982388574857, 763.9991957768472, 815.9029500455591, 776.8500124068892]",awake,98.3,5.3,0,0
2023-12-03 19:30:00,67.6,"[731.1247588452021, 768.6555845763572, 642.2671952378519, 807.7786169915956, 820.2667906164598]",awake,97.9,12.1,0,0
2023-12-03 20:00:00,82.2,"[729.7540888250592, 832.512715523828, 777.514629820808, 768.501066674566, 797.6038538887]",awake,99.0,13.9,0,0
2023-12-03 20:30:00,87.2,"[791.932548657669, 769.9964375500091, 812.2335133600627, 771.4331948051828, 801.5917193941303]",awake,98.7,19.6,0,0
2023-12-03 21:00:00,94.0,"[850.5048754635881, 804.331287119351, 803.8319520363709, 829.6424910439912, 788.658570072213]",awake,98.4,0.0,0,0
2023-12-03 21:30:00,88.5,"[735.2135544356481, 785.3168571285388, 767.9648220692686, 812.4228354456086, 841.5548415939231]",awake,97.4,13.4,0,0
2023-12-03 22:00:00,70.7,"[957.8205375322295, 1035.9720563863095, 974.7469203627852, 955.7229398931885, 1041.493458923953]",light,95.8,3.9,480,450
2023-12-03 22:30:00,47.0,"[982.6402003258461, 971.6351143676079, 1038.6871831621202, 949.9791908585922, 1066.983688371903]",light,96.6,6.8,480,450
2023-12-03 23:00:00,57.2,"[982.419591430053, 1060.147027415139, 978.3637021909584, 997.1586595944334, 1045.2319225104961]",light,95.6,5.9,480,450
2023-12-03 23:30:00,63.0,"[1004.4030739674866, 991.3217262770496, 966.4335118905836, 998.2350363993958, 1053.307328654223]",light,95.9,6.0,480,450
2023-12-04 00:00:00,55.3,"[946.5679095520597, 1018.7569837813386, 979.0463107148685, 1029.1140805251678, 1018.3266875410707]",deep,95.4,4.5,480,450
2023-12-04 00:30:00,63.6,"[1032.4394382661203, 1083.7991443041572, 1067.3409871863716, 979.5958260871789, 1002.3410587541904]",deep,96.2,4.2,480,450
2023-12-04 01:00:00,61.7,"[973.3661540875316, 972.841805864697, 979.5620405138071, 954.7311476772846, 1019.9407929536227]",deep,96.3,5.4,480,450
2023-12-04 01:30:00,62.0,"[1006.902922382635, 987.555539164082, 989.2910265850451, 912.0486046950967, 941.7014871153192]",deep,96.6,1.8,480,450
2023-12-04 02:00:00,50.8,"[1062.0605737520623, 1045.8810986286687, 1079.9916107383538, 1009.6682495046969, 1026.3945851683065]",rem,95.1,0.6,480,450
2023-12-04 02:30:00,49.8,"[1076.194198188967, 928.433187317681, 887.1569627625879, 941.3834116042027, 982.2953453727636]",rem,95.7,5.8,480,450
2023-12-04 03:00:00,54.1,"[941.5284754798612, 953.9938214968892, 959.994107471087, 1032.110374140275, 968.3644804705316]",rem,95.7,1.0,480,450
2023-12-04 03:30:00,56.0,"[997.6811222580628, 974.5836581868507, 980.0346155342428, 978.5504956479517, 978.3712752181231]",rem,95.6,2.5,480,450
2023-12-04 04:00:00,56.9,"[1008.7303456017298, 971.5792235430614, 1034.5997127643893, 1004.3232350044595, 1058.4594426946821]",light,96.0,2.1,480,450
2023-12-04 04:30:00,62.9,"[982.3107694919943, 1017.5923275106337, 1057.4147010884649, 911.8015108990656, 982.4964228282979]",light,95.7,3.8,480,450
2023-12-04 05:00:00,69.1,"[928.6991044534659, 1053.733065816138, 1071.165393348393, 1023.3466831946093, 1063.6734240722476]",light,96.5,5.0,480,450
2023-12-04 05:30:00,57.5,"[964.1398212130782, 1038.969285736394, 949.4837428216312, 1004.6897385989121, 1053.0939984812348]",light,96.3,8.6,480,450
2023-12-04 06:00:00,67.0,"[763.3160829066112, 823.3140525255315, 758.1101265487251, 782.9755179480186, 848.7938281504889]",awake,98.3,12.0,0,0
2023-12-04 06:30:00,67.8,"[794.5380746088226, 844.1020493627357, 831.0961141735391, 817.997863086956, 761.0649727156169]",awake,98.2,34.2,0,0
2023-12-04 07:00:00,141.5,"[442.7646843451924, 386.9946941933382, 435.9456685683834, 425.6603502933508, 430.15887655705745]",awake,98.0,91.2,0,0
2023-12-04 07:30:00,138.1,"[419.90032588682163, 482.540302450446, 435.21147408107225, 429.0612959079336, 333.30585813985607]",awake,97.5,87.5,0,0
2023-12-04 08:00:00,151.1,"[498.77065683896853, 427.01216640352646, 417.0271556384668, 451.2267055605993, 391.2610646358262]",awake,98.3,80.8,0,0
2023-12-04 08:30:00,136.2,"[406.9149245412714, 382.4679413057934, 424.75928223079575, 450.56313271380964, 390.9350893538762]",awake,98.4,87.5,0,0
2023-12-04 09:00:00,76.3,"[800.5330881399846, 823.7015522359907, 771.4855030533855, 813.7511789178964, 784.8778663156003]",awake,97.9,26.4,0,0
2023-12-04 09:30:00,79.5,"[884.1674268026849, 731.5582975600317, 794.3050354929242, 871.7778348834152, 836.4866330749902]",awake,96.8,14.5,0,0
2023-12-04 10:00:00,65.4,"[774.310522776005, 760.4845868081271, 877.0456378125364, 828.8471519569654, 774.4868973040361]",awake,98.6,2.0,0,0
2023-12-04 10:30:00,73.1,"[828.2900990463025, 758.5315983948611, 792.8200145213098, 762.4332431119873, 769.3939949896591]",awake,98.7,20.2,0,0
2023-12-04 11:00:00,77.3,"[728.3798940341474, 828.0032455850037, 813.2437914222194, 816.1439512108243, 856.1207064004101]",awake,97.8,40.6,0,0
2023-12-04 11:30:00,73.2,"[794.6651606364406, 801.3633258325206, 830.2409741892455, 821.6741792055245, 743.2437070800679]",awake,98.0,19.2,0,0
2023-12-04 12:00:00,72.3,"[809.3217302976183, 794.259065592341, 801.6310204783691, 846.2355850466962, 762.7201687335523]",awake,97.5,25.9,0,0
2023-12-04 12:30:00,102.4,"[836.739015580073, 787.0668812442251, 817.9213608207111, 777.610982152006, 845.184771006387]",awake,98.0,16.4,0,0
2023-12-04 13:00:00,64.7,"[819.2853170970475, 867.7092560969168, 826.7207279274157, 810.2287754402305, 754.9599103606974]",awake,98.1,8.9,0,0
2023-12-04 13:30:00,77.3,"[796.1922660949278, 849.4833522774226, 773.3478513953803, 853.6806071842226, 784.8054587439177]",awake,98.1,23.3,0,0
2023-12-04 14:00:00,74.2,"[781.6246022031703, 797.7346103290982, 772.9376854754187, 793.8771128787632, 738.5305196423493]",awake,97.8,33.1,0,0
2023-12-04 14:30:00,83.6,"[811.6788151849461, 797.4329860950614, 786.0457257956009, 818.1158552143315, 751.7703212507841]",awake,97.2,28.8,0,0
2023-12-04 15:00:00,58.1,"[757.7787935272527, 776.8443332476589, 836.1798531586784, 841.393947671729, 780.2221180278061]",awake,98.6,18.9,0,0
